PARENTUNID,Name,Stage,Status,FacilityType,DocumentID,Address,City,County,State,Zip,PHF,PHFCooked,PHFRaw,Database,HSUNID,FacilityName,FacilityType,InspectionType,InspectedBy,InspectionDate,NumCritical,NumNonCritical,TimeSpent,Enforcement,NonSmoking,Code,Description,IsCritical,IsRepeat,Observations,CorrectiveActions,CiolCorrectedSet,UNID,ViolUNID
000742E5C32EA696852572AD006B04E7,Court Square Tavern,Active,Permitted,Full Service Restaurant,SWAS-6ZRQWU,500 East Jefferson Street #305,Charlottesville,Charlottesville City,VA,22902,Yes,No,Yes,Thomas Jefferson,217D569CAB131EAA8525781E00729DEF,Court Square Tavern,Full Service Restaurant,Routine,Eric S. Myers,1/20/2011 12:00:00 AM,2,2,0,,Smoke Free,1320,Temperature Measuring Devices,FALSE,FALSE,There was no temperature measuring device located in the bottom of the front food preparation sandwich unit.,Provide a temperature measuring device in all hot or cold holding equipment used to store potentially hazardous foods so that employees can routinely monitor the ambient air temperature.   Thermometer had apparently been broken.  Person-In-Charge (PIC) agreed to provide a new thermometer to help monitor unit and food temperatures.,,217D569CAB131EAA8525781E00729DEF,217D569CAB131EAA8525781E00729DEF
000742E5C32EA696852572AD006B04E7,Court Square Tavern,Active,Permitted,Full Service Restaurant,SWAS-6ZRQWU,500 East Jefferson Street #305,Charlottesville,Charlottesville City,VA,22902,Yes,No,Yes,Thomas Jefferson,217D569CAB131EAA8525781E00729DEF,Court Square Tavern,Full Service Restaurant,Routine,Eric S. Myers,1/20/2011 12:00:00 AM,2,2,0,,Smoke Free,3180,Physical Facilities - Cleaning Frequency and Restrictions,FALSE,TRUE,Floor areas under equipment noted in need of cleaning.   Area underneath front sandwich preparation unit observed with food debris and some paper product build-up.,"All floors, walls, and ceilings must be cleaned as often as necessary to keep them clean. Cleaning of the physical facilities is an important measure in ensuring the protection and sanitary preparation of food. A regular cleaning schedule should be established and followed to maintain the facility in a clean and sanitary manner.   Recommend a rotating cleaning schedule.",,217D569CAB131EAA8525781E00729DEF,217D569CAB131EAA8525781E00729DEF
003821278E0501E088256B6F0055AAED,Have Food - Will Travel,Active,Permitted,Caterer,BMOO-5B7M39,213 East Water Street #3,Charlottesville,Charlottesville City,VA,22902,Yes,No,Yes,Thomas Jefferson,784523E0270F00FE852577D0006D6BC7,Have Food - Will Travel,Caterer,Risk Factor Assessment,Roy Crewz,3/11/10 0:00,0,0,0,,Smoke Free,,,FALSE,FALSE,,,,784523E0270F00FE852577D0006D6BC7,784523E0270F00FE852577D0006D6BC7
007C36613B342F7988256B6C007ED447,Hibachi Grill Supreme Buffet,Active,Permitted,Full Service Restaurant,SWAS-86QN35,1185 Seminole Trail,Charlottesville,Charlottesville City,Virginia,22901,Yes,Yes,Yes,Thomas Jefferson,FAC1140D3D7F2C24852577C7006D1300,Hibachi Grill,Full Service Restaurant,Routine,Eric S. Myers,10/22/2010 12:00:00 AM,0,3,1.3,,Smoke Free,650,Food Display,FALSE,FALSE,The prosed self-service melted chocolate machine on display is not protected from contamination.,"Protect food on display by the use of packaging - counter, service line, or salad bar food guards - display cases - or other effective means to prevent contamination.   As discussed, owner has agreed to provide signage and a dedicated staff person to prevent self-service by the public.   Failure to follow public health guidelines may result in the removal of this equipment to a nonpublic area.",,FAC1140D3D7F2C24852577C7006D1300,FAC1140D3D7F2C24852577C7006D1300
007C36613B342F7988256B6C007ED447,Hibachi Grill Supreme Buffet,Active,Permitted,Full Service Restaurant,SWAS-86QN35,1185 Seminole Trail,Charlottesville,Charlottesville City,Virginia,22901,Yes,Yes,Yes,Thomas Jefferson,FAC1140D3D7F2C24852577C7006D1300,Hibachi Grill,Full Service Restaurant,Routine,Eric S. Myers,10/22/2010 12:00:00 AM,0,3,1.3,,Smoke Free,690,Food - Miscellaneous Sources of Contamination,FALSE,FALSE,Proposed self-service of ice cream is prohibited due to real possibility of unclean hands from the public coming into direct contact with  1/2 full (or less) ice cream tubs.,"Protect food from miscellaneous sources of contamination.  Owner / operator has agreed to have this unit properly labeled ""No self-service, please ask for help"" and to have a dedicated staff person who will be able to scoop ice cream for guests.   Failure to follow public health guidelines may result in the relocation of this ice cream unit to a nonpublic area.",,FAC1140D3D7F2C24852577C7006D1300,FAC1140D3D7F2C24852577C7006D1300
007C36613B342F7988256B6C007ED447,Hibachi Grill Supreme Buffet,Active,Permitted,Full Service Restaurant,SWAS-86QN35,1185 Seminole Trail,Charlottesville,Charlottesville City,Virginia,22901,Yes,Yes,Yes,Thomas Jefferson,FAC1140D3D7F2C24852577C7006D1300,Hibachi Grill,Full Service Restaurant,Routine,Eric S. Myers,10/22/2010 12:00:00 AM,0,3,1.3,,Smoke Free,2810,"Floors, Walls, and Ceilings - Cleanability",FALSE,FALSE,Floor or floor covering in back storage area is not smooth and easily cleanable.,Repair or replace floor or floor covering to make it smooth and easily cleanable.   Operator agreed to correct.,,FAC1140D3D7F2C24852577C7006D1300,FAC1140D3D7F2C24852577C7006D1300
007C36613B342F7988256B6C007ED447,Hibachi Grill Supreme Buffet,Active,Permitted,Full Service Restaurant,SWAS-86QN35,1185 Seminole Trail,Charlottesville,Charlottesville City,Virginia,22901,Yes,Yes,Yes,Thomas Jefferson,3CDBB4FACDB044C7852577D50073BDDA,Hibachi Grill,Full Service Restaurant,Follow-up,Reed Cranford,8/11/10 0:00,3,3,1.5,,Smoke Free,470,"Food - Packaged and Unpackaged - Separation, Packaging, and Segregation*",TRUE,FALSE,Raw foods of animal origin stored over ready-to-eat (RTE) food in the refrigeration unit. Raw ground pork stored over produce and chicken over fish.,"Separate raw foods of animal origin during storage, preparation, holding, and display from raw RTE food including foods such as fish for sushi or molluscan shellfish, or other raw RTE food such as vegetables, and cooked RTE food.",Corrected,3CDBB4FACDB044C7852577D50073BDDA,3CDBB4FACDB044C7852577D50073BDDA
007C36613B342F7988256B6C007ED447,Hibachi Grill Supreme Buffet,Active,Permitted,Full Service Restaurant,SWAS-86QN35,1185 Seminole Trail,Charlottesville,Charlottesville City,Virginia,22901,Yes,Yes,Yes,Thomas Jefferson,3CDBB4FACDB044C7852577D50073BDDA,Hibachi Grill,Full Service Restaurant,Follow-up,Reed Cranford,8/11/10 0:00,3,3,1.5,,Smoke Free,650,Food Display,FALSE,TRUE,Some desterts not protected from contamination on buffet no sneeze gaurds present.,"Protect food on display by the use of packaging - counter, service line, or salad bar food guards - display cases - or other effective means to prevent contamination.   As discussed, owner has agreed to provide signage and a dedicated staff person to prevent self-service by the public.   Failure to follow public health guidelines may result in the removal of this equipment to a nonpublic area.",,3CDBB4FACDB044C7852577D50073BDDA,3CDBB4FACDB044C7852577D50073BDDA
007C36613B342F7988256B6C007ED447,Hibachi Grill Supreme Buffet,Active,Permitted,Full Service Restaurant,SWAS-86QN35,1185 Seminole Trail,Charlottesville,Charlottesville City,Virginia,22901,Yes,Yes,Yes,Thomas Jefferson,3CDBB4FACDB044C7852577D50073BDDA,Hibachi Grill,Full Service Restaurant,Follow-up,Reed Cranford,8/11/10 0:00,3,3,1.5,,Smoke Free,810,Cooling Methods,FALSE,FALSE,"The methods used for cooling were not adequate.  Although no critical cooling problems were identified, bulk cooling methods require improvement.",Cool foods by the following methods: 1. Placing food in shallow pans 2. Separating food into smaller thinner portions 3. Using rapid chill cooling equipment 4. Stirring the food in a container placed in an ice water bath 5. Using containers that facilitate heat transfer 6. Adding ice as an ingredient 7. Any other method that can effectively accomplish cooling.   Operator took corrective actions.,Corrected,3CDBB4FACDB044C7852577D50073BDDA,3CDBB4FACDB044C7852577D50073BDDA
007C36613B342F7988256B6C007ED447,Hibachi Grill Supreme Buffet,Active,Permitted,Full Service Restaurant,SWAS-86QN35,1185 Seminole Trail,Charlottesville,Charlottesville City,Virginia,22901,Yes,Yes,Yes,Thomas Jefferson,3CDBB4FACDB044C7852577D50073BDDA,Hibachi Grill,Full Service Restaurant,Follow-up,Reed Cranford,8/11/10 0:00,3,3,1.5,,Smoke Free,0820 A 2,Food - Potentially Hazardous Food - Cold Holding*,TRUE,FALSE,Potentially hazardous foods on the buffet cold holding at improper temperatures,Relocate food to a refrigeration unit that is capable of maintaining food storage at 41¡F or below. Items only 1 hour to 2 hours removed from temperature instructed the operator to go with time as a control discarding 4 hours after removed from temperature. Long term corrective action is to use time as control or maintaing foods at 41 or less.,,3CDBB4FACDB044C7852577D50073BDDA,3CDBB4FACDB044C7852577D50073BDDA
007C36613B342F7988256B6C007ED447,Hibachi Grill Supreme Buffet,Active,Permitted,Full Service Restaurant,SWAS-86QN35,1185 Seminole Trail,Charlottesville,Charlottesville City,Virginia,22901,Yes,Yes,Yes,Thomas Jefferson,3CDBB4FACDB044C7852577D50073BDDA,Hibachi Grill,Full Service Restaurant,Follow-up,Reed Cranford,8/11/10 0:00,3,3,1.5,,Smoke Free,2310,Handwashing - Using a Handwashing Lavatory*,TRUE,FALSE,"The handwashing facility located at the dishwashing  is blocked, preventing access by employees for easy handwashing.",Access to the handwashing facility identified above is to be available during all hours of operation. Remove the equipment preventing its use.,Corrected,3CDBB4FACDB044C7852577D50073BDDA,3CDBB4FACDB044C7852577D50073BDDA
007C36613B342F7988256B6C007ED447,Hibachi Grill Supreme Buffet,Active,Permitted,Full Service Restaurant,SWAS-86QN35,1185 Seminole Trail,Charlottesville,Charlottesville City,Virginia,22901,Yes,Yes,Yes,Thomas Jefferson,3CDBB4FACDB044C7852577D50073BDDA,Hibachi Grill,Full Service Restaurant,Follow-up,Reed Cranford,8/11/10 0:00,3,3,1.5,,Smoke Free,2350 ii,Plumbing System Maintained in Good Repair,FALSE,FALSE,Plumbing connections under the dishmachine sink is leaking.,Plumbing systems and components shall be maintained in good repair.,,3CDBB4FACDB044C7852577D50073BDDA,3CDBB4FACDB044C7852577D50073BDDA
007C36613B342F7988256B6C007ED447,Hibachi Grill Supreme Buffet,Active,Permitted,Full Service Restaurant,SWAS-86QN35,1185 Seminole Trail,Charlottesville,Charlottesville City,Virginia,22901,Yes,Yes,Yes,Thomas Jefferson,3A44EF61D8C96FE3852577DF00604EEF,Hibachi Grill,Full Service Restaurant,Complaint,Reed Cranford,11/18/2010 12:00:00 AM,0,0,1,,Smoke Free,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,3A44EF61D8C96FE3852577DF00604EEF,NULL
007C36613B342F7988256B6C007ED447,Hibachi Grill Supreme Buffet,Active,Permitted,Full Service Restaurant,SWAS-86QN35,1185 Seminole Trail,Charlottesville,Charlottesville City,Virginia,22901,Yes,Yes,Yes,Thomas Jefferson,46260E45856DC0F2852577EC006F7F7D,Hibachi Grill Supreme Buffet,Full Service Restaurant,Complaint,Reed Cranford,11/29/2010 12:00:00 AM,0,0,0.7,,Smoke Free,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,46260E45856DC0F2852577EC006F7F7D,NULL
007C36613B342F7988256B6C007ED447,Hibachi Grill Supreme Buffet,Active,Permitted,Full Service Restaurant,SWAS-86QN35,1185 Seminole Trail,Charlottesville,Charlottesville City,Virginia,22901,Yes,Yes,Yes,Thomas Jefferson,59563949ADFACB69852577F90055BE5C,Hibachi Grill Supreme Buffet,Full Service Restaurant,Complaint,Reed Cranford,3/12/10 0:00,0,0,0.5,,Smoke Free,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,59563949ADFACB69852577F90055BE5C,NULL
007C36613B342F7988256B6C007ED447,Hibachi Grill Supreme Buffet,Active,Permitted,Full Service Restaurant,SWAS-86QN35,1185 Seminole Trail,Charlottesville,Charlottesville City,Virginia,22901,Yes,Yes,Yes,Thomas Jefferson,55D5BF2A577595D385257834006F5EA7,Hibachi Grill Supreme Buffet,Full Service Restaurant,Complaint,Reed Cranford,11/2/11 0:00,0,0,0.8,,Smoke Free,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,55D5BF2A577595D385257834006F5EA7,NULL
007C36613B342F7988256B6C007ED447,Hibachi Grill Supreme Buffet,Active,Permitted,Full Service Restaurant,SWAS-86QN35,1185 Seminole Trail,Charlottesville,Charlottesville City,Virginia,22901,Yes,Yes,Yes,Thomas Jefferson,42AA5DF48CC4AB2E8525784C005A9C36,Hibachi Grill Supreme Buffet,Full Service Restaurant,Follow-up,Reed Cranford,7/3/11 0:00,0,0,1,,Smoke Free,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,42AA5DF48CC4AB2E8525784C005A9C36,NULL
007C36613B342F7988256B6C007ED447,Hibachi Grill Supreme Buffet,Active,Permitted,Full Service Restaurant,SWAS-86QN35,1185 Seminole Trail,Charlottesville,Charlottesville City,Virginia,22901,Yes,Yes,Yes,Thomas Jefferson,4511DDB027908ED6852578420072AAC8,Hibachi Grill Supreme Buffet,Full Service Restaurant,Routine,Reed Cranford,2/25/2011 12:00:00 AM,5,8,0,,Smoke Free,160,Hands - When to Wash*,TRUE,FALSE,"A food employee failed to wash his or her hands before engaging in food preparation, after touching bare human body parts, after coughing, sneezing, eating, after handling soiled utensils or after engaging in any activity which may have contaminated his/her hands.","Instruct food employees to clean their hands and exposed portions of their arms immediately before engaging in food preparation including working with exposed food, clean equipment and utensils, and unwrapped single-service and single-use articles and during food preparation, as often as necessary to remove soil and contamination and to prevent cross contamination when changing task.",Corrected,4511DDB027908ED6852578420072AAC8,4511DDB027908ED6852578420072AAC8
007C36613B342F7988256B6C007ED447,Hibachi Grill Supreme Buffet,Active,Permitted,Full Service Restaurant,SWAS-86QN35,1185 Seminole Trail,Charlottesville,Charlottesville City,Virginia,22901,Yes,Yes,Yes,Thomas Jefferson,4511DDB027908ED6852578420072AAC8,Hibachi Grill Supreme Buffet,Full Service Restaurant,Routine,Reed Cranford,2/25/2011 12:00:00 AM,5,8,0,,Smoke Free,2310,Handwashing - Using a Handwashing Lavatory*,TRUE,FALSE,"The handwashing facility located at the dish area is blocked, preventing access by employees for easy handwashing.",Access to the handwashing facility identified above is to be available during all hours of operation. Remove the moblie dish cart preventing its use.,Corrected,4511DDB027908ED6852578420072AAC8,4511DDB027908ED6852578420072AAC8
007C36613B342F7988256B6C007ED447,Hibachi Grill Supreme Buffet,Active,Permitted,Full Service Restaurant,SWAS-86QN35,1185 Seminole Trail,Charlottesville,Charlottesville City,Virginia,22901,Yes,Yes,Yes,Thomas Jefferson,4511DDB027908ED6852578420072AAC8,Hibachi Grill Supreme Buffet,Full Service Restaurant,Routine,Reed Cranford,2/25/2011 12:00:00 AM,5,8,0,,Smoke Free,3020,Handwashing Cleanser - Availability,FALSE,FALSE,Soap was not provided at the hand washing lavatory in the Kitchen,Hand soap must be provided at all hand washing lavatories to encourage proper hand washing. Hand cleanser must always be present to aid in reducing microorganisms and particulate matter found on hands.,Corrected,4511DDB027908ED6852578420072AAC8,4511DDB027908ED6852578420072AAC8
007C36613B342F7988256B6C007ED447,Hibachi Grill Supreme Buffet,Active,Permitted,Full Service Restaurant,SWAS-86QN35,1185 Seminole Trail,Charlottesville,Charlottesville City,Virginia,22901,Yes,Yes,Yes,Thomas Jefferson,4511DDB027908ED6852578420072AAC8,Hibachi Grill Supreme Buffet,Full Service Restaurant,Routine,Reed Cranford,2/25/2011 12:00:00 AM,5,8,0,,Smoke Free,1780,Equipment - Food Contact Surfaces and Utensils,TRUE,FALSE,Food contact surfaces of the meat slicer used to prepare/store potentially hazardous food items were observed soiled with accumulations of food residues.,Clean food-contact surfaces of the meat slicer no less than every 4 hours to prevent the growth microorganisms on those surfaces.,,4511DDB027908ED6852578420072AAC8,4511DDB027908ED6852578420072AAC8
007C36613B342F7988256B6C007ED447,Hibachi Grill Supreme Buffet,Active,Permitted,Full Service Restaurant,SWAS-86QN35,1185 Seminole Trail,Charlottesville,Charlottesville City,Virginia,22901,Yes,Yes,Yes,Thomas Jefferson,4511DDB027908ED6852578420072AAC8,Hibachi Grill Supreme Buffet,Full Service Restaurant,Routine,Reed Cranford,2/25/2011 12:00:00 AM,5,8,0,,Smoke Free,760,Reheating for Hot Holding*,TRUE,FALSE,The dumplings was not reheated to 165F within 2 hours to eliminate pathogenic bacteria.,Rapidly reheat food for hot holding to 165¡F or above within 2 hours.,Corrected,4511DDB027908ED6852578420072AAC8,4511DDB027908ED6852578420072AAC8
007C36613B342F7988256B6C007ED447,Hibachi Grill Supreme Buffet,Active,Permitted,Full Service Restaurant,SWAS-86QN35,1185 Seminole Trail,Charlottesville,Charlottesville City,Virginia,22901,Yes,Yes,Yes,Thomas Jefferson,4511DDB027908ED6852578420072AAC8,Hibachi Grill Supreme Buffet,Full Service Restaurant,Routine,Reed Cranford,2/25/2011 12:00:00 AM,5,8,0,,Smoke Free,850,Time as a Public Health Control*,TRUE,FALSE,"Food sushi and cold bar for which time rather than temperature is being used as a control was not labeled or otherwise marked with a 4 hour cook, serve or discard by time.",Discard food that is not cooked and served or served if ready-to-eat within 4 hours from the point in time when the food is removed from temperature control. Clearly label or otherwise mark the food with a 4-hour cook-serve or serve by time.,Corrected,4511DDB027908ED6852578420072AAC8,4511DDB027908ED6852578420072AAC8
007C36613B342F7988256B6C007ED447,Hibachi Grill Supreme Buffet,Active,Permitted,Full Service Restaurant,SWAS-86QN35,1185 Seminole Trail,Charlottesville,Charlottesville City,Virginia,22901,Yes,Yes,Yes,Thomas Jefferson,4511DDB027908ED6852578420072AAC8,Hibachi Grill Supreme Buffet,Full Service Restaurant,Routine,Reed Cranford,2/25/2011 12:00:00 AM,5,8,0,,Smoke Free,650,Food Display,FALSE,FALSE,The food on display (open condiment containers) are  not protected from contamination along the sushi display line.,"Protect food on display by the use of packaging - counter, service line, or salad bar food guards - display cases - or other effective means to prevent contamination.",,4511DDB027908ED6852578420072AAC8,4511DDB027908ED6852578420072AAC8
007C36613B342F7988256B6C007ED447,Hibachi Grill Supreme Buffet,Active,Permitted,Full Service Restaurant,SWAS-86QN35,1185 Seminole Trail,Charlottesville,Charlottesville City,Virginia,22901,Yes,Yes,Yes,Thomas Jefferson,4511DDB027908ED6852578420072AAC8,Hibachi Grill Supreme Buffet,Full Service Restaurant,Routine,Reed Cranford,2/25/2011 12:00:00 AM,5,8,0,,Smoke Free,200,Jewelry - Prohibition,FALSE,FALSE,Employees wearing jewelry on their arms and hands while preparing food.,Ensure employees are not wearing jewelry on their arms and hands while preparing food. This section does not apply to a plain ring such as a wedding band.,,4511DDB027908ED6852578420072AAC8,4511DDB027908ED6852578420072AAC8
007C36613B342F7988256B6C007ED447,Hibachi Grill Supreme Buffet,Active,Permitted,Full Service Restaurant,SWAS-86QN35,1185 Seminole Trail,Charlottesville,Charlottesville City,Virginia,22901,Yes,Yes,Yes,Thomas Jefferson,4511DDB027908ED6852578420072AAC8,Hibachi Grill Supreme Buffet,Full Service Restaurant,Routine,Reed Cranford,2/25/2011 12:00:00 AM,5,8,0,,Smoke Free,240,Hair Restraints - Effectiveness,FALSE,FALSE,Employees observed working in the food service area without proper hair restraints.,"Ensure all employees wear hair restraints such as hats, hair coverings or nets, beard restraints, and clothing that covers body hair, that are designed and worn to effectively keep their hair from contacting exposed food clean equipment, utensils, and linens, and unwrapped single-service and single-use articles.",,4511DDB027908ED6852578420072AAC8,4511DDB027908ED6852578420072AAC8
